,Origen,Destino,Remitir paquete a,Peso
0,76,70,20,14
1,76,104,20,8
2,76,46,20,23
3,76,18,73,30
4,76,24,20,28
5,76,89,20,22
6,76,99,73,21
7,76,37,73,29
8,76,42,20,24
9,76,50,20,8
10,76,48,73,20
11,76,29,73,40
12,76,66,73,22
13,76,20,20,7
14,76,97,20,9
15,76,47,20,41
16,76,26,73,26
17,76,102,102,11
18,76,58,102,50
19,76,94,73,32
20,76,17,73,37
21,76,16,73,43
22,76,88,20,23
23,76,68,102,15
24,76,45,73,45
25,76,112,20,31
26,76,113,73,23
27,76,44,102,25
28,76,75,102,36
29,76,69,102,23
30,76,105,73,43
31,76,81,20,18
32,76,106,73,28
33,76,86,73,31
34,76,114,20,42
35,76,60,73,39
36,76,100,20,36
37,76,67,102,30
38,76,53,73,44
39,76,38,20,19
40,76,54,20,19
41,76,92,73,40
42,76,55,102,26
43,76,34,20,14
44,76,74,73,26
45,76,91,20,35
46,76,39,20,11
47,76,52,73,22
48,76,79,73,48
49,76,101,20,19
50,76,56,73,17
51,76,103,20,39
52,76,62,20,16
53,76,35,102,38
54,76,73,73,10
55,76,22,73,24
56,76,33,73,52
57,76,40,20,22
58,76,115,20,40
59,76,28,73,42
60,76,23,102,63
61,76,32,73,46
62,76,51,20,16
63,76,111,73,13
64,76,36,73,53
65,76,59,20,11
66,76,31,102,42
67,76,83,73,50
68,76,43,20,48
69,76,25,102,39
70,76,109,73,34
71,76,72,20,21
72,76,41,102,11
73,76,108,20,30
74,76,84,20,37
75,76,15,102,33
76,76,107,20,42
77,76,61,102,34
78,76,80,73,46
79,76,71,73,46
80,76,78,20,33
81,76,85,20,27
82,76,63,20,43
83,76,110,102,27
84,76,65,102,32
85,76,93,73,42
86,76,77,20,23
87,76,64,20,46
88,76,27,102,31
89,76,95,73,24
90,76,30,73,63
91,76,90,20,32
92,76,87,73,50
93,76,57,73,20
94,76,21,21,0
95,76,82,102,39
96,76,49,20,23
97,76,98,102,32
98,76,19,73,24
99,76,96,102,20
