,Origen,Destino,Remitir paquete a,Peso
0,21,57,53,51
1,21,17,53,47
2,21,47,20,52
3,21,33,20,46
4,21,34,20,44
5,21,39,53,32
6,21,31,20,57
7,21,16,20,72
8,21,51,20,31
9,21,32,53,34
10,21,49,53,47
11,21,62,53,51
12,21,45,20,26
13,21,24,20,48
14,21,42,20,50
15,21,54,53,45
16,21,60,53,36
17,21,35,53,27
18,21,52,53,28
19,21,59,53,40
20,21,53,53,13
21,21,36,53,46
22,21,50,20,17
23,21,26,20,34
24,21,56,20,44
25,21,19,20,40
26,21,28,53,47
27,21,61,53,70
28,21,58,53,46
29,21,63,53,52
30,21,20,20,3
31,21,38,53,61
32,21,41,20,56
33,21,37,53,19
34,21,18,53,61
35,21,40,20,53
36,21,44,20,55
37,21,55,20,28
38,21,65,20,32
39,21,27,53,18
40,21,46,20,39
41,21,15,53,58
42,21,22,20,27
43,21,25,20,22
44,21,48,20,51
45,21,23,53,36
46,21,29,20,58
47,21,30,20,55
48,21,64,53,61
49,21,43,53,32
