,Origen,Destino,Remitir paquete a,Peso
0,51,63,20,2
1,51,64,20,7
2,51,22,20,21
3,51,41,20,21
4,51,42,20,36
5,51,62,20,21
6,51,39,20,32
7,51,44,20,36
8,51,40,17,25
9,51,26,20,33
10,51,48,20,36
11,51,52,20,32
12,51,31,20,17
13,51,49,20,17
14,51,21,20,22
15,51,20,20,1
16,51,18,36,24
17,51,34,20,32
18,51,32,20,26
19,51,19,20,34
20,51,37,20,7
21,51,23,20,16
22,51,29,20,20
23,51,15,20,19
24,51,58,20,11
25,51,28,20,16
26,51,46,20,11
27,51,55,20,36
28,51,25,36,14
29,51,35,20,22
30,51,65,20,32
31,51,30,20,23
32,51,36,36,10
33,51,38,20,31
34,51,33,20,35
35,51,60,20,32
36,51,45,20,15
37,51,61,20,50
38,51,16,20,34
39,51,57,20,23
40,51,43,20,31
41,51,27,20,17
42,51,56,20,27
43,51,53,20,30
44,51,24,20,17
45,51,17,17,15
46,51,50,20,40
47,51,54,20,39
48,51,59,20,33
49,51,47,17,20
