,Origen,Destino,Remitir paquete a,Peso
0,46,64,94,9
1,46,100,94,13
2,46,94,94,9
3,46,22,21,27
4,46,19,94,19
5,46,23,21,28
6,46,32,21,59
7,46,54,94,20
8,46,82,21,74
9,46,20,21,60
10,46,104,94,29
11,46,65,94,20
12,46,36,94,24
13,46,105,94,29
14,46,42,80,30
15,46,63,21,33
16,46,77,21,86
17,46,112,21,34
18,46,103,21,35
19,46,18,94,24
20,46,110,94,11
21,46,25,21,30
22,46,24,21,29
23,46,37,21,32
24,46,33,94,21
25,46,85,94,11
26,46,74,21,50
27,46,55,40,55
28,46,91,94,21
29,46,45,21,44
30,46,21,21,11
31,46,60,94,28
32,46,96,94,21
33,46,51,21,71
34,46,29,94,23
35,46,75,94,28
36,46,34,94,37
37,46,57,94,18
38,46,88,94,17
39,46,48,67,21
40,46,95,21,25
41,46,47,21,76
42,46,70,94,19
43,46,72,67,24
44,46,73,94,27
45,46,98,21,47
46,46,62,40,26
47,46,102,94,24
48,46,59,21,62
49,46,81,21,58
50,46,106,21,37
51,46,76,21,45
52,46,79,21,53
53,46,27,21,27
54,46,99,94,22
55,46,41,21,22
56,46,49,67,21
57,46,90,40,27
58,46,101,21,37
59,46,26,40,16
60,46,86,40,29
61,46,61,21,44
62,46,28,94,11
63,46,80,80,15
64,46,52,21,36
65,46,16,67,15
66,46,83,80,28
67,46,108,94,34
68,46,35,40,15
69,46,43,94,17
70,46,93,40,40
71,46,44,21,31
72,46,17,21,44
73,46,38,21,33
74,46,67,67,10
75,46,40,40,14
76,46,115,94,20
77,46,113,94,31
78,46,68,21,43
79,46,87,94,18
80,46,84,21,33
81,46,31,94,18
82,46,30,94,21
83,46,97,94,22
84,46,111,94,44
85,46,39,94,26
86,46,114,21,38
87,46,92,94,31
88,46,53,21,73
89,46,69,40,26
90,46,109,21,49
91,46,50,94,40
92,46,15,80,23
93,46,56,21,68
94,46,71,21,44
95,46,107,94,32
96,46,58,94,37
97,46,66,21,48
98,46,78,80,20
99,46,89,94,29
