,Origen,Destino,Remitir paquete a,Peso
0,51,63,20,12
1,51,64,20,20
2,51,22,20,35
3,51,41,20,32
4,51,42,20,38
5,51,62,20,40
6,51,39,20,40
7,51,44,20,52
8,51,40,17,15
9,51,26,20,35
10,51,48,20,49
11,51,52,20,48
12,51,31,20,26
13,51,49,20,31
14,51,21,20,42
15,51,20,20,3
16,51,18,36,27
17,51,34,20,36
18,51,32,20,17
19,51,19,20,47
20,51,37,20,11
21,51,23,20,14
22,51,29,20,33
23,51,15,20,24
24,51,58,20,14
25,51,28,20,19
26,51,46,20,3
27,51,55,20,48
28,51,25,36,27
29,51,35,20,29
30,51,65,20,32
31,51,30,20,44
32,51,36,36,14
33,51,38,20,19
34,51,33,20,50
35,51,60,20,53
36,51,45,20,11
37,51,61,20,66
38,51,16,20,45
39,51,57,20,40
40,51,43,20,18
41,51,27,20,15
42,51,56,20,57
43,51,53,20,23
44,51,24,20,27
45,51,17,17,8
46,51,50,20,60
47,51,54,20,65
48,51,59,20,70
49,51,47,17,21
