,Origen,Destino,Remitir paquete a,Peso
0,76,70,20,13
1,76,104,20,10
2,76,46,20,14
3,76,18,73,11
4,76,24,20,20
5,76,89,20,15
6,76,99,73,25
7,76,37,73,24
8,76,42,20,24
9,76,50,20,12
10,76,48,73,17
11,76,29,73,16
12,76,66,73,19
13,76,20,20,6
14,76,97,20,16
15,76,47,20,20
16,76,26,73,30
17,76,102,102,5
18,76,58,102,20
19,76,94,73,26
20,76,17,73,14
21,76,16,73,36
22,76,88,20,15
23,76,68,102,10
24,76,45,73,33
25,76,112,20,17
26,76,113,73,31
27,76,44,102,6
28,76,75,102,27
29,76,69,102,15
30,76,105,73,37
31,76,81,20,17
32,76,106,73,22
33,76,86,73,14
34,76,114,20,12
35,76,60,73,15
36,76,100,20,33
37,76,67,102,15
38,76,53,73,21
39,76,38,20,9
40,76,54,20,23
41,76,92,73,24
42,76,55,102,19
43,76,34,20,23
44,76,74,73,26
45,76,91,20,26
46,76,39,20,13
47,76,52,73,31
48,76,79,73,34
49,76,101,20,22
50,76,56,73,7
51,76,103,20,31
52,76,62,20,8
53,76,35,102,8
54,76,73,73,5
55,76,22,73,20
56,76,33,73,17
57,76,40,20,17
58,76,115,20,41
59,76,28,73,27
60,76,23,102,28
61,76,32,73,21
62,76,51,20,18
63,76,111,73,15
64,76,36,73,46
65,76,59,20,17
66,76,31,102,16
67,76,83,73,41
68,76,43,20,37
69,76,25,102,16
70,76,109,73,30
71,76,72,20,17
72,76,41,102,13
73,76,108,20,15
74,76,84,20,19
75,76,15,102,24
76,76,107,20,35
77,76,61,102,23
78,76,80,73,27
79,76,71,73,23
80,76,78,20,19
81,76,85,20,10
82,76,63,20,35
83,76,110,102,29
84,76,65,102,16
85,76,93,73,36
86,76,77,20,24
87,76,64,20,43
88,76,27,102,25
89,76,95,73,20
90,76,30,73,29
91,76,90,20,28
92,76,87,73,15
93,76,57,73,13
94,76,21,21,8
95,76,82,102,35
96,76,49,20,28
97,76,98,102,23
98,76,19,73,27
99,76,96,102,6
