,Origen,Destino,Remitir paquete a,Peso
0,40,32,60,27
1,40,52,21,21
2,40,55,60,25
3,40,21,21,8
4,40,15,21,23
5,40,50,60,31
6,40,42,65,22
7,40,60,60,13
8,40,29,21,35
9,40,37,60,23
10,40,41,65,28
11,40,16,21,15
12,40,64,65,30
13,40,49,60,19
14,40,53,21,11
15,40,34,21,34
16,40,63,65,27
17,40,56,60,34
18,40,28,21,9
19,40,54,65,28
20,40,43,60,26
21,40,57,65,40
22,40,19,60,46
23,40,25,65,30
24,40,38,60,31
25,40,58,60,32
26,40,17,21,22
27,40,44,60,24
28,40,36,21,33
29,40,39,21,48
30,40,26,60,31
31,40,22,65,25
32,40,18,21,29
33,40,31,60,41
34,40,20,21,45
35,40,48,60,23
36,40,65,65,14
37,40,46,65,44
38,40,51,21,35
39,40,45,21,11
40,40,27,60,22
41,40,35,60,23
42,40,61,60,23
43,40,23,65,32
44,40,47,65,37
45,40,62,65,40
46,40,30,60,14
47,40,24,65,29
48,40,59,21,57
49,40,33,60,28
