,Origen,Destino,Remitir paquete a,Peso
0,38,17,26,30
1,38,64,26,27
2,38,79,26,28
3,38,19,26,31
4,38,101,26,23
5,38,37,26,32
6,38,20,26,13
7,38,100,26,36
8,38,93,26,41
9,38,115,26,28
10,38,21,26,14
11,38,52,26,30
12,38,45,26,41
13,38,94,26,34
14,38,56,26,45
15,38,83,26,39
16,38,40,26,43
17,38,81,103,24
18,38,91,26,39
19,38,102,26,33
20,38,42,26,47
21,38,112,26,29
22,38,99,26,36
23,38,69,26,26
24,38,82,26,15
25,38,47,26,39
26,38,106,26,41
27,38,57,103,21
28,38,107,26,36
29,38,24,26,37
30,38,75,26,25
31,38,108,26,30
32,38,67,26,35
33,38,72,26,41
34,38,87,26,21
35,38,41,26,27
36,38,23,26,24
37,38,68,26,34
38,38,61,26,39
39,38,55,26,53
40,38,18,103,16
41,38,35,103,27
42,38,51,26,23
43,38,96,26,33
44,38,104,26,29
45,38,88,26,34
46,38,25,26,29
47,38,114,26,59
48,38,77,26,37
49,38,80,26,41
50,38,39,26,30
51,38,103,103,12
52,38,65,26,39
53,38,97,26,33
54,38,89,26,54
55,38,85,26,54
56,38,49,32,40
57,38,44,26,38
58,38,78,103,17
59,38,33,26,24
60,38,30,26,52
61,38,70,26,20
62,38,71,26,47
63,38,46,26,51
64,38,63,26,25
65,38,58,26,33
66,38,76,26,34
67,38,113,26,49
68,38,73,32,29
69,38,16,26,36
70,38,32,32,14
71,38,27,26,23
72,38,105,26,39
73,38,62,26,34
74,38,53,26,34
75,38,22,26,44
76,38,34,26,34
77,38,15,26,29
78,38,111,26,25
79,38,50,26,31
80,38,86,26,48
81,38,28,26,54
82,38,92,32,49
83,38,110,26,39
84,38,60,26,34
85,38,74,26,41
86,38,48,26,33
87,38,98,26,39
88,38,29,26,39
89,38,84,26,52
90,38,109,26,22
91,38,59,26,47
92,38,26,26,8
93,38,43,26,28
94,38,90,26,30
95,38,36,26,31
96,38,66,26,44
97,38,54,26,41
98,38,95,26,39
99,38,31,103,31
