,Origen,Destino,Remitir paquete a,Peso
0,33,44,25,17
1,33,63,55,22
2,33,27,55,17
3,33,26,55,28
4,33,19,25,18
5,33,64,55,18
6,33,32,55,23
7,33,25,25,3
8,33,17,25,21
9,33,58,25,17
10,33,48,25,20
11,33,52,38,39
12,33,53,25,11
13,33,18,55,36
14,33,16,55,23
15,33,23,38,44
16,33,21,38,34
17,33,56,55,40
18,33,57,55,48
19,33,51,55,46
20,33,36,25,16
21,33,47,25,26
22,33,37,38,22
23,33,50,25,29
24,33,24,55,50
25,33,35,55,11
26,33,43,25,36
27,33,15,38,18
28,33,29,55,32
29,33,46,55,36
30,33,39,55,24
31,33,28,55,23
32,33,42,25,29
33,33,22,55,32
34,33,49,55,63
35,33,59,25,29
36,33,38,38,14
37,33,45,55,39
38,33,62,38,51
39,33,54,55,11
40,33,40,55,23
41,33,34,38,38
42,33,31,55,22
43,33,41,55,38
44,33,55,55,6
45,33,65,25,41
46,33,20,55,42
47,33,61,38,52
48,33,30,55,22
49,33,60,55,37
