,Origen,Destino,Remitir paquete a,Peso
0,21,57,53,35
1,21,17,53,20
2,21,47,20,27
3,21,33,20,21
4,21,34,20,24
5,21,39,53,24
6,21,31,20,26
7,21,16,20,41
8,21,51,20,35
9,21,32,53,17
10,21,49,53,39
11,21,62,53,43
12,21,45,20,21
13,21,24,20,37
14,21,42,20,30
15,21,54,53,32
16,21,60,53,36
17,21,35,53,16
18,21,52,53,27
19,21,59,53,16
20,21,53,53,3
21,21,36,53,28
22,21,50,20,11
23,21,26,20,32
24,21,56,20,24
25,21,19,20,26
26,21,28,53,38
27,21,61,53,49
28,21,58,53,30
29,21,63,53,38
30,21,20,20,9
31,21,38,53,45
32,21,41,20,35
33,21,37,53,8
34,21,18,53,24
35,21,40,20,23
36,21,44,20,36
37,21,55,20,32
38,21,65,20,21
39,21,27,53,13
40,21,46,20,20
41,21,15,53,33
42,21,22,20,14
43,21,25,20,15
44,21,48,20,30
45,21,23,53,24
46,21,29,20,32
47,21,30,20,25
48,21,64,53,36
49,21,43,53,21
