,Origen,Destino,Remitir paquete a,Peso
0,21,57,53,51
1,21,17,53,38
2,21,47,20,45
3,21,33,20,30
4,21,34,20,45
5,21,39,53,31
6,21,31,20,45
7,21,16,20,60
8,21,51,20,44
9,21,32,53,30
10,21,49,53,46
11,21,62,53,50
12,21,45,20,30
13,21,24,20,49
14,21,42,20,51
15,21,54,53,39
16,21,60,53,39
17,21,35,53,23
18,21,52,53,34
19,21,59,53,23
20,21,53,53,13
21,21,36,53,35
22,21,50,20,20
23,21,26,20,38
24,21,56,20,33
25,21,19,20,35
26,21,28,53,36
27,21,61,53,58
28,21,58,53,39
29,21,63,53,45
30,21,20,20,9
31,21,38,53,54
32,21,41,20,58
33,21,37,53,18
34,21,18,53,42
35,21,40,20,32
36,21,44,20,45
37,21,55,20,43
38,21,65,20,30
39,21,27,53,15
40,21,46,20,36
41,21,15,53,52
42,21,22,20,30
43,21,25,20,24
44,21,48,20,39
45,21,23,53,39
46,21,29,20,41
47,21,30,20,44
48,21,64,53,55
49,21,43,53,30
