,Origen,Destino,Remitir paquete a,Peso
0,76,70,20,29
1,76,104,20,24
2,76,46,20,39
3,76,18,73,31
4,76,24,20,30
5,76,89,20,32
6,76,99,73,25
7,76,37,73,38
8,76,42,20,39
9,76,50,20,24
10,76,48,73,29
11,76,29,73,41
12,76,66,73,42
13,76,20,20,9
14,76,97,20,15
15,76,47,20,47
16,76,26,73,30
17,76,102,102,2
18,76,58,102,37
19,76,94,73,38
20,76,17,73,41
21,76,16,73,39
22,76,88,20,38
23,76,68,102,14
24,76,45,73,45
25,76,112,20,33
26,76,113,73,39
27,76,44,102,14
28,76,75,102,32
29,76,69,102,14
30,76,105,73,45
31,76,81,20,28
32,76,106,73,40
33,76,86,73,24
34,76,114,20,25
35,76,60,73,34
36,76,100,20,38
37,76,67,102,26
38,76,53,73,31
39,76,38,20,21
40,76,54,20,34
41,76,92,73,45
42,76,55,102,6
43,76,34,20,34
44,76,74,73,38
45,76,91,20,35
46,76,39,20,39
47,76,52,73,47
48,76,79,73,54
49,76,101,20,30
50,76,56,73,17
51,76,103,20,43
52,76,62,20,10
53,76,35,102,23
54,76,73,73,14
55,76,22,73,35
56,76,33,73,52
57,76,40,20,19
58,76,115,20,39
59,76,28,73,48
60,76,23,102,47
61,76,32,73,47
62,76,51,20,34
63,76,111,73,22
64,76,36,73,47
65,76,59,20,27
66,76,31,102,36
67,76,83,73,59
68,76,43,20,46
69,76,25,102,27
70,76,109,73,40
71,76,72,20,37
72,76,41,102,2
73,76,108,20,32
74,76,84,20,53
75,76,15,102,10
76,76,107,20,44
77,76,61,102,30
78,76,80,73,41
79,76,71,73,51
80,76,78,20,29
81,76,85,20,25
82,76,63,20,59
83,76,110,102,9
84,76,65,102,8
85,76,93,73,47
86,76,77,20,51
87,76,64,20,38
88,76,27,102,22
89,76,95,73,28
90,76,30,73,56
91,76,90,20,41
92,76,87,73,54
93,76,57,73,24
94,76,21,21,11
95,76,82,102,18
96,76,49,20,40
97,76,98,102,11
98,76,19,73,30
99,76,96,102,4
