,Origen,Destino,Remitir paquete a,Peso
0,46,64,94,21
1,46,100,94,24
2,46,94,94,14
3,46,22,21,13
4,46,19,94,29
5,46,23,21,21
6,46,32,21,25
7,46,54,94,22
8,46,82,21,39
9,46,20,21,36
10,46,104,94,31
11,46,65,94,37
12,46,36,94,26
13,46,105,94,49
14,46,42,80,14
15,46,63,21,25
16,46,77,21,51
17,46,112,21,24
18,46,103,21,26
19,46,18,94,42
20,46,110,94,35
21,46,25,21,27
22,46,24,21,20
23,46,37,21,17
24,46,33,94,32
25,46,85,94,41
26,46,74,21,18
27,46,55,40,37
28,46,91,94,20
29,46,45,21,33
30,46,21,21,2
31,46,60,94,36
32,46,96,94,27
33,46,51,21,42
34,46,29,94,38
35,46,75,94,42
36,46,34,94,55
37,46,57,94,20
38,46,88,94,35
39,46,48,67,3
40,46,95,21,12
41,46,47,21,49
42,46,70,94,54
43,46,72,67,13
44,46,73,94,29
45,46,98,21,30
46,46,62,40,19
47,46,102,94,46
48,46,59,21,52
49,46,81,21,30
50,46,106,21,16
51,46,76,21,31
52,46,79,21,51
53,46,27,21,13
54,46,99,94,22
55,46,41,21,2
56,46,49,67,17
57,46,90,40,19
58,46,101,21,7
59,46,26,40,11
60,46,86,40,20
61,46,61,21,39
62,46,28,94,16
63,46,80,80,9
64,46,52,21,25
65,46,16,67,9
66,46,83,80,21
67,46,108,94,55
68,46,35,40,5
69,46,43,94,45
70,46,93,40,31
71,46,44,21,20
72,46,17,21,14
73,46,38,21,8
74,46,67,67,0
75,46,40,40,4
76,46,115,94,27
77,46,113,94,54
78,46,68,21,29
79,46,87,94,26
80,46,84,21,21
81,46,31,94,32
82,46,30,94,28
83,46,97,94,34
84,46,111,94,68
85,46,39,94,41
86,46,114,21,33
87,46,92,94,38
88,46,53,21,41
89,46,69,40,20
90,46,109,21,16
91,46,50,94,53
92,46,15,80,16
93,46,56,21,30
94,46,71,21,23
95,46,107,94,44
96,46,58,94,50
97,46,66,21,34
98,46,78,80,18
99,46,89,94,43
