,Origen,Destino,Remitir paquete a,Peso
0,46,64,94,15
1,46,100,94,30
2,46,94,94,9
3,46,22,21,17
4,46,19,94,24
5,46,23,21,18
6,46,32,21,42
7,46,54,94,27
8,46,82,21,48
9,46,20,21,50
10,46,104,94,31
11,46,65,94,27
12,46,36,94,19
13,46,105,94,29
14,46,42,80,23
15,46,63,21,33
16,46,77,21,73
17,46,112,21,22
18,46,103,21,29
19,46,18,94,23
20,46,110,94,18
21,46,25,21,27
22,46,24,21,19
23,46,37,21,31
24,46,33,94,28
25,46,85,94,18
26,46,74,21,33
27,46,55,40,34
28,46,91,94,12
29,46,45,21,27
30,46,21,21,11
31,46,60,94,32
32,46,96,94,20
33,46,51,21,63
34,46,29,94,40
35,46,75,94,36
36,46,34,94,48
37,46,57,94,18
38,46,88,94,45
39,46,48,67,3
40,46,95,21,19
41,46,47,21,77
42,46,70,94,27
43,46,72,67,13
44,46,73,94,23
45,46,98,21,47
46,46,62,40,7
47,46,102,94,35
48,46,59,21,42
49,46,81,21,63
50,46,106,21,32
51,46,76,21,22
52,46,79,21,33
53,46,27,21,17
54,46,99,94,26
55,46,41,21,16
56,46,49,67,3
57,46,90,40,17
58,46,101,21,29
59,46,26,40,6
60,46,86,40,10
61,46,61,21,22
62,46,28,94,15
63,46,80,80,8
64,46,52,21,17
65,46,16,67,5
66,46,83,80,19
67,46,108,94,30
68,46,35,40,11
69,46,43,94,24
70,46,93,40,24
71,46,44,21,25
72,46,17,21,36
73,46,38,21,26
74,46,67,67,0
75,46,40,40,4
76,46,115,94,20
77,46,113,94,46
78,46,68,21,39
79,46,87,94,35
80,46,84,21,22
81,46,31,94,18
82,46,30,94,21
83,46,97,94,34
84,46,111,94,56
85,46,39,94,34
86,46,114,21,19
87,46,92,94,43
88,46,53,21,63
89,46,69,40,19
90,46,109,21,45
91,46,50,94,32
92,46,15,80,16
93,46,56,21,51
94,46,71,21,50
95,46,107,94,28
96,46,58,94,43
97,46,66,21,26
98,46,78,80,22
99,46,89,94,46
