,Origen,Destino,Remitir paquete a,Peso
0,40,32,60,35
1,40,52,21,19
2,40,55,60,14
3,40,21,21,6
4,40,15,21,21
5,40,50,60,20
6,40,42,65,9
7,40,60,60,8
8,40,29,21,25
9,40,37,60,14
10,40,41,65,16
11,40,16,21,21
12,40,64,65,22
13,40,49,60,23
14,40,53,21,9
15,40,34,21,34
16,40,63,65,13
17,40,56,60,23
18,40,28,21,7
19,40,54,65,16
20,40,43,60,17
21,40,57,65,32
22,40,19,60,35
23,40,25,65,12
24,40,38,60,21
25,40,58,60,23
26,40,17,21,26
27,40,44,60,16
28,40,36,21,23
29,40,39,21,38
30,40,26,60,21
31,40,22,65,12
32,40,18,21,35
33,40,31,60,31
34,40,20,21,27
35,40,48,60,25
36,40,65,65,0
37,40,46,65,36
38,40,51,21,42
39,40,45,21,9
40,40,27,60,26
41,40,35,60,18
42,40,61,60,27
43,40,23,65,19
44,40,47,65,24
45,40,62,65,27
46,40,30,60,22
47,40,24,65,16
48,40,59,21,39
49,40,33,60,33
