,Origen,Destino,Remitir paquete a,Peso
0,76,70,20,8
1,76,104,20,2
2,76,46,20,17
3,76,18,73,28
4,76,24,20,22
5,76,89,20,11
6,76,99,73,19
7,76,37,73,22
8,76,42,20,18
9,76,50,20,2
10,76,48,73,17
11,76,29,73,38
12,76,66,73,19
13,76,20,20,1
14,76,97,20,3
15,76,47,20,35
16,76,26,73,24
17,76,102,102,15
18,76,58,102,43
19,76,94,73,43
20,76,17,73,35
21,76,16,73,36
22,76,88,20,17
23,76,68,102,17
24,76,45,73,50
25,76,112,20,25
26,76,113,73,21
27,76,44,102,29
28,76,75,102,40
29,76,69,102,27
30,76,105,73,55
31,76,81,20,12
32,76,106,73,20
33,76,86,73,29
34,76,114,20,29
35,76,60,73,37
36,76,100,20,30
37,76,67,102,34
38,76,53,73,42
39,76,38,20,13
40,76,54,20,12
41,76,92,73,52
42,76,55,102,35
43,76,34,20,21
44,76,74,73,32
45,76,91,20,26
46,76,39,20,5
47,76,52,73,19
48,76,79,73,60
49,76,101,20,5
50,76,56,73,15
51,76,103,20,18
52,76,62,20,10
53,76,35,102,42
54,76,73,73,8
55,76,22,73,20
56,76,33,73,50
57,76,40,20,16
58,76,115,20,31
59,76,28,73,53
60,76,23,102,57
61,76,32,73,44
62,76,51,20,16
63,76,111,73,16
64,76,36,73,64
65,76,59,20,5
66,76,31,102,46
67,76,83,73,51
68,76,43,20,37
69,76,25,102,43
70,76,109,73,32
71,76,72,20,15
72,76,41,102,15
73,76,108,20,27
74,76,84,20,31
75,76,15,102,39
76,76,107,20,36
77,76,61,102,38
78,76,80,73,44
79,76,71,73,49
80,76,78,20,27
81,76,85,20,21
82,76,63,20,37
83,76,110,102,48
84,76,65,102,36
85,76,93,73,56
86,76,77,20,28
87,76,64,20,39
88,76,27,102,35
89,76,95,73,22
90,76,30,73,62
91,76,90,20,25
92,76,87,73,45
93,76,57,73,18
94,76,21,21,2
95,76,82,102,49
96,76,49,20,6
97,76,98,102,36
98,76,19,73,22
99,76,96,102,24
