,Origen,Destino,Remitir paquete a,Peso
0,46,64,94,11
1,46,100,94,15
2,46,94,94,11
3,46,22,21,27
4,46,19,94,24
5,46,23,21,31
6,46,32,21,49
7,46,54,94,22
8,46,82,21,64
9,46,20,21,50
10,46,104,94,27
11,46,65,94,22
12,46,36,94,26
13,46,105,94,31
14,46,42,80,20
15,46,63,21,36
16,46,77,21,68
17,46,112,21,34
18,46,103,21,34
19,46,18,94,25
20,46,110,94,12
21,46,25,21,29
22,46,24,21,22
23,46,37,21,32
24,46,33,94,23
25,46,85,94,12
26,46,74,21,40
27,46,55,40,35
28,46,91,94,16
29,46,45,21,25
30,46,21,21,14
31,46,60,94,36
32,46,96,94,29
33,46,51,21,65
34,46,29,94,25
35,46,75,94,31
36,46,34,94,42
37,46,57,94,12
38,46,88,94,23
39,46,48,67,23
40,46,95,21,24
41,46,47,21,62
42,46,70,94,15
43,46,72,67,24
44,46,73,94,30
45,46,98,21,50
46,46,62,40,8
47,46,102,94,27
48,46,59,21,48
49,46,81,21,65
50,46,106,21,27
51,46,76,21,45
52,46,79,21,44
53,46,27,21,20
54,46,99,94,26
55,46,41,21,15
56,46,49,67,29
57,46,90,40,11
58,46,101,21,30
59,46,26,40,8
60,46,86,40,22
61,46,61,21,43
62,46,28,94,15
63,46,80,80,8
64,46,52,21,34
65,46,16,67,21
66,46,83,80,11
67,46,108,94,30
68,46,35,40,9
69,46,43,94,22
70,46,93,40,33
71,46,44,21,32
72,46,17,21,37
73,46,38,21,27
74,46,67,67,10
75,46,40,40,6
76,46,115,94,15
77,46,113,94,46
78,46,68,21,33
79,46,87,94,26
80,46,84,21,24
81,46,31,94,18
82,46,30,94,29
83,46,97,94,34
84,46,111,94,60
85,46,39,94,24
86,46,114,21,23
87,46,92,94,38
88,46,53,21,59
89,46,69,40,19
90,46,109,21,42
91,46,50,94,42
92,46,15,80,18
93,46,56,21,55
94,46,71,21,51
95,46,107,94,45
96,46,58,94,31
97,46,66,21,48
98,46,78,80,14
99,46,89,94,34
